%eval_id interface T              sigma_f        phi            response_fn_1  
84       NO_ID      15773.01794    54066.27633    1.013190159    9781.669713    
85       NO_ID      12814.44506    56304.5267     0.8892418057   10316.68529    
86       NO_ID      19042.90863    51708.68733    0.9396365284   13730.72987    
87       NO_ID      3980.890951    53310.76484    0.9525430229   2793.130348    
88       NO_ID      17468.42459    56965.26368    0.9541216477   12215.92516    
89       NO_ID      13426.20387    51360.06125    1.140778457    6567.96361     
90       NO_ID      17806.47858    40187.83287    1.017391784    10951.70439    
91       NO_ID      10504.26298    53970.26632    0.8826652863   8583.286628    
92       NO_ID      18190.36259    52479.48153    1.028809978    10940.85201    
93       NO_ID      16467.05734    37652.22426    0.9548202463   11498.80958    
94       NO_ID      8542.117906    45995.3992     1.175602955    3934.815254    
95       NO_ID      23647.45598    45258.10052    0.9609298105   16303.51381    
96       NO_ID      12243.71203    44872.69316    1.049805099    7072.547514    
97       NO_ID      13344.05364    53892.75577    1.054788732    7635.490452    
98       NO_ID      17267.157      51592.09855    0.9568362548   12006.75685    
99       NO_ID      14120.05592    48503.00026    0.9338299649   10308.15472    
100      NO_ID      24825.76594    44411.13597    1.071650928    13761.82688    
